architecture,epochs,batch_size,optimizer,test_score,history_loss,history_score
"[{'name': 'conv2d_11', 'trainable': True, 'dtype': 'float32', 'filters': 8, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_11', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8481,"[0.44498386994997663, 0.316585977490743, 0.2882085461139679, 0.26940144285360973, 0.2562132243156433, 0.2466318665822347, 0.23715332156817118, 0.22690497358640035, 0.22212489990393322, 0.2133175060272217]","[0.8434166666348776, 0.8884, 0.8974333333651224, 0.9030333333333334, 0.9089166666984558, 0.9112833333651225, 0.9161500000317891, 0.9175833333333333, 0.9203666666666667, 0.9239166666348775]"
"[{'name': 'conv2d_12', 'trainable': True, 'dtype': 'float32', 'filters': 16, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_12', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8529,"[0.4384993305206299, 0.3060729311148326, 0.2732821011066437, 0.25204068169593813, 0.2365243861993154, 0.22315784600575764, 0.2112510359366735, 0.20142128248214722, 0.1967225467522939, 0.1862728623787562]","[0.8457166666348775, 0.8905833333015442, 0.9018333333333334, 0.9092, 0.9144166666348775, 0.9194166666666667, 0.9239833333015441, 0.9278666666984559, 0.9292333333651225, 0.9331999999682109]"
"[{'name': 'conv2d_13', 'trainable': True, 'dtype': 'float32', 'filters': 32, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_13', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8654,"[0.4323914981842041, 0.2965889128526052, 0.2600797641913096, 0.23638759588400524, 0.22041759061018626, 0.20508375641504922, 0.19326859086354573, 0.1809620754480362, 0.17067304798364638, 0.1621129518508911]","[0.8474666666984558, 0.8941, 0.9058333333333334, 0.9148333333333334, 0.9201666666666667, 0.9262, 0.9309166666666666, 0.9355499999682109, 0.9395666666984558, 0.9427999999682108]"
"[{'name': 'conv2d_14', 'trainable': True, 'dtype': 'float32', 'filters': 64, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_14', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8623,"[0.4451099088827769, 0.29619653566678367, 0.26530128684043885, 0.2406300056139628, 0.22636343020598093, 0.2110235574245453, 0.19883624283472698, 0.18950885089238484, 0.17909547547499338, 0.16986614104111988]","[0.8442333333333333, 0.8938833333015442, 0.9040500000317891, 0.9128833333651225, 0.9179666666348775, 0.9236833333015442, 0.9272999999682109, 0.9311666666666667, 0.9347666666666666, 0.9385666666984558]"
"[{'name': 'conv2d_15', 'trainable': True, 'dtype': 'float32', 'filters': 128, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_15', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8533,"[0.4539333276907603, 0.29441593729654947, 0.2608039618174235, 0.2413025111834208, 0.2243835079352061, 0.21318107183774312, 0.1987262130578359, 0.1879686722199122, 0.17862714230219523, 0.16906065287590027]","[0.8435166666666667, 0.8942166666984558, 0.9054833333651224, 0.9126166666348775, 0.9177000000317892, 0.9217166666666666, 0.92775, 0.9316666666666666, 0.9346166666348775, 0.9385666666666667]"
"[{'name': 'conv2d_16', 'trainable': True, 'dtype': 'float32', 'filters': 8, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_16', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8617,"[0.46075572056770325, 0.3305055383682251, 0.30005348370869955, 0.2816944220940272, 0.26542440044085186, 0.2538055940628052, 0.24315929365158082, 0.23423511044184367, 0.2263184881369273, 0.2189725091934204]","[0.8368833333651224, 0.8822666666348775, 0.8922499999682109, 0.8990000000317891, 0.9036166666348775, 0.90765, 0.91215, 0.9142333333651225, 0.9175333333015442, 0.9208]"
"[{'name': 'conv2d_17', 'trainable': True, 'dtype': 'float32', 'filters': 16, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_17', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8583,"[0.4485878223260244, 0.3154159905274709, 0.2804952777226766, 0.2625182393868764, 0.24276369461218517, 0.2294209325393041, 0.217808882077535, 0.20764511368274688, 0.19805866545836132, 0.18956499376296998]","[0.8424, 0.8869333333651225, 0.8983833333333333, 0.90545, 0.9117, 0.91705, 0.9211833333015442, 0.9246166666666666, 0.9277166666666666, 0.9319166666666666]"
"[{'name': 'conv2d_18', 'trainable': True, 'dtype': 'float32', 'filters': 32, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_18', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8666,"[0.4406757832845052, 0.30187102229595186, 0.27208780689239503, 0.2500927888393402, 0.23528215986092885, 0.224836803372701, 0.21037640506426494, 0.19873423207600913, 0.19435663668314615, 0.18374476759433747]","[0.8428333333015442, 0.8916000000317892, 0.9036500000317892, 0.9096666666348775, 0.9149666666984558, 0.9189666666348775, 0.92395, 0.9284833333333333, 0.9286500000317891, 0.93375]"
"[{'name': 'conv2d_19', 'trainable': True, 'dtype': 'float32', 'filters': 64, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_19', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8747,"[0.49647065459887185, 0.3191146077473958, 0.284630153576533, 0.26664599837462105, 0.24950940539042155, 0.23642139247258503, 0.2272556359132131, 0.21389775749842327, 0.20598161310354868, 0.2006937926451365]","[0.82745, 0.8863333333333333, 0.8970000000317891, 0.9028499999682108, 0.9102333333333333, 0.9145166666666666, 0.9167166666348775, 0.9232166666348776, 0.9240666666984558, 0.9265500000317891]"
"[{'name': 'conv2d_20', 'trainable': True, 'dtype': 'float32', 'filters': 128, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_20', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.864,"[0.5229509960174561, 0.2988188441514969, 0.2673207658290863, 0.243945081837972, 0.2269177157640457, 0.21472640175024668, 0.20090197848478952, 0.1930534448226293, 0.18449714494546254, 0.17386094772815705]","[0.8338333333651224, 0.8925833333333333, 0.9034833333015442, 0.9117666666666666, 0.9171666666666667, 0.9222666666348776, 0.9271333333651225, 0.9297833333015442, 0.9325833333015442, 0.9358]"
"[{'name': 'conv2d_21', 'trainable': True, 'dtype': 'float32', 'filters': 8, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_21', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8653,"[0.48071606934865313, 0.341793722931544, 0.31116201116243997, 0.2913786624908447, 0.27687914802233377, 0.2636113859574, 0.2554490436633428, 0.24469470459620157, 0.23718907277584075, 0.22822452069918314]","[0.8321333333015442, 0.8787499999682109, 0.8889833333333333, 0.8958666666984558, 0.8995999999682108, 0.9048833333015441, 0.9078166666984558, 0.9111833333651225, 0.9136833333333333, 0.9166666666666666]"
"[{'name': 'conv2d_22', 'trainable': True, 'dtype': 'float32', 'filters': 16, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_22', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8538,"[0.4594494973818461, 0.31641321386496224, 0.28724187087217967, 0.266613822054863, 0.25187528801759085, 0.23875753626028698, 0.22753296377658844, 0.2178239617506663, 0.20960733762582143, 0.20005104722181957]","[0.8382333333333334, 0.8877, 0.8964166666666666, 0.9025333333333333, 0.9079333333015442, 0.9133166666348775, 0.91675, 0.9202, 0.9235666666666666, 0.9264166666984558]"
"[{'name': 'conv2d_23', 'trainable': True, 'dtype': 'float32', 'filters': 32, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_23', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8642,"[0.5053666552861532, 0.3365135018189748, 0.3038056503136953, 0.28414961347579953, 0.26731321307023365, 0.254032212861379, 0.24243999087015788, 0.2319219394524892, 0.2246321387529373, 0.21576482490698495]","[0.82455, 0.8807833333015442, 0.8908833333333334, 0.8962166666666667, 0.9033166666984558, 0.9076166666348775, 0.9110833333333334, 0.91635, 0.9181333333015442, 0.9217166666348775]"
"[{'name': 'conv2d_24', 'trainable': True, 'dtype': 'float32', 'filters': 64, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_24', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8664,"[0.4952373554865519, 0.32757781755129495, 0.2959562051932017, 0.2739900514682134, 0.2580015871445338, 0.24435902457237244, 0.23373035363356273, 0.22435787347952524, 0.2132467477083206, 0.2071264719724655]","[0.8271666666348775, 0.8825500000317892, 0.8922833333333333, 0.9008499999682108, 0.9056833333651225, 0.9112499999682109, 0.9138833333333334, 0.9176, 0.9223666666984558, 0.9235000000317891]"
"[{'name': 'conv2d_25', 'trainable': True, 'dtype': 'float32', 'filters': 128, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'same', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_25', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8768,"[0.5206711424191793, 0.306247559372584, 0.27240592789649964, 0.25424642187754315, 0.23627838973204296, 0.22293204764525096, 0.21260610887209574, 0.2020271198352178, 0.1924462581952413, 0.18501247393687567]","[0.83615, 0.8898666666984558, 0.9007166666984558, 0.9074499999682109, 0.91415, 0.9180000000317892, 0.9214500000317891, 0.9258, 0.9291499999682109, 0.9320333333015441]"
"[{'name': 'conv2d_26', 'trainable': True, 'dtype': 'float32', 'filters': 8, 'kernel_size': (3, 3), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_26', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.7567,"[0.47125513280232745, 0.33134272157351174, 0.3029594533443451, 0.28323968653678894, 0.27067221570014954, 0.2628227617263794, 0.2509259858290354, 0.24384741541544597, 0.23663111514250437, 0.23037241334915162]","[0.8345166666666667, 0.8830999999682109, 0.8927500000317892, 0.9004833333651224, 0.9039166666666667, 0.9075499999682108, 0.9113166666348775, 0.9143499999682109, 0.9158166666984559, 0.9188499999682108]"
"[{'name': 'conv2d_27', 'trainable': True, 'dtype': 'float32', 'filters': 16, 'kernel_size': (3, 3), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_27', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.7851,"[0.45416850121816, 0.3138344008763631, 0.28111271725495657, 0.26173865297635396, 0.2461791607618332, 0.2326020379304886, 0.22341103763580322, 0.2139756642738978, 0.2051594681898753, 0.1973676165342331]","[0.8402833333015441, 0.8879166666984558, 0.8996833333015442, 0.9067333333015442, 0.9131666666348776, 0.9177833333333333, 0.9200000000317892, 0.9242999999682109, 0.9267333333333333, 0.9297000000317891]"
"[{'name': 'conv2d_28', 'trainable': True, 'dtype': 'float32', 'filters': 32, 'kernel_size': (3, 3), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_28', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8081,"[0.41955178570747376, 0.2803577097495397, 0.2456914602915446, 0.22598320161501567, 0.21123964132467907, 0.19711508066654204, 0.18739310198624928, 0.17577667740980785, 0.1691694887002309, 0.15965870894591014]","[0.8511666666984559, 0.8998666666984558, 0.9124499999682109, 0.9190166666348776, 0.9251999999682109, 0.9300666666984558, 0.93405, 0.9379499999682108, 0.9408999999682108, 0.9441]"
"[{'name': 'conv2d_29', 'trainable': True, 'dtype': 'float32', 'filters': 64, 'kernel_size': (3, 3), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_29', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.7993,"[0.4545021862188975, 0.2839713076909383, 0.25051971134344736, 0.22899842739899953, 0.21140302282174428, 0.19771041316986085, 0.1860498313585917, 0.17598034856319428, 0.16654391237099966, 0.15897667311032612]","[0.8440666666348775, 0.8982666666984558, 0.9107999999682108, 0.9179166666666667, 0.9245499999682109, 0.9302166666666667, 0.9344333333015442, 0.9376166666984558, 0.9420166666348775, 0.9455166666348775]"
"[{'name': 'conv2d_30', 'trainable': True, 'dtype': 'float32', 'filters': 128, 'kernel_size': (3, 3), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_30', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8396,"[0.4377283290227254, 0.2783752250432968, 0.24028293209075927, 0.21602197710673016, 0.19782466106414795, 0.18306589075724283, 0.16947937331994375, 0.15746592671871185, 0.1480523645877838, 0.1411910303036372]","[0.8494166666348775, 0.9003, 0.9143, 0.9223166666666667, 0.9291166666348776, 0.9358333333333333, 0.9398833333333333, 0.9448166666666666, 0.9490666666666666, 0.9511000000317892]"
